trend_id,trend_keyword,platform_source,search_volume_score,trend_category
T002067,aesthetic camping gear hacks,TikTok,90713,Office Supplies
T002068,luxury camping gear guide,Instagram,31042,Kitchen
T002069,Y2K room decor tour,TikTok,452986,Kitchen
T002070,trending skincare routine hacks,Instagram,240509,Kitchen
T002071,cozy office essentials guide,TikTok,291178,Home Decor
T002072,sustainable gym gear essentials,TikTok,165127,Electronics
T002073,aesthetic kitchen hacks unboxing,TikTok,339040,Travel
T002074,viral gym gear essentials,TikTok,126836,Office Supplies
T002075,retro gym gear unboxing,YouTube,333876,Kitchen
T002076,aesthetic camping gear guide,TikTok,310657,Home Decor
T002077,minimalist skincare routine tour,Instagram,282250,Beauty
T002078,viral room decor tour,TikTok,162066,Kitchen
T002079,Y2K streetwear essentials,TikTok,417333,Fashion
T002080,goth room decor unboxing,Instagram,259978,Beauty
T002081,luxury tech gadgets unboxing,TikTok,482235,Sports & Outdoors
T002082,minimalist travel hacks check,TikTok,21873,Kitchen
T002083,aesthetic kitchen hacks finds,YouTube,486075,Sports & Outdoors
T002084,budget gym gear check,TikTok,211390,Electronics
T002085,luxury desk setup review,Instagram,284400,Electronics
T002086,goth gym gear check,TikTok,356701,Travel
T002087,must-have desk setup hacks,Instagram,137185,Fashion
T002088,cozy streetwear tour,Instagram,300658,Electronics
T002089,trending office essentials unboxing,YouTube,143847,Travel
T002090,trending tech gadgets essentials,TikTok,216735,Fashion
T002091,cozy camping gear finds,TikTok,401118,Beauty
T002092,goth desk setup tour,YouTube,284343,Electronics
T002093,must-have skincare routine unboxing,TikTok,73042,Travel
T002094,smart kitchen hacks unboxing,Instagram,172123,Sports & Outdoors
T002095,minimalist tech gadgets essentials,YouTube,309564,Fashion
T002096,top rated office essentials essentials,TikTok,467251,Beauty
T002097,trending gaming setup guide,TikTok,105388,Travel
T002098,smart kitchen hacks tour,Pinterest,466721,Home Decor
T002099,luxury camping gear check,TikTok,367505,Fashion
T002100,goth gaming setup guide,Instagram,167401,Sports & Outdoors
T002101,Y2K streetwear check,TikTok,348919,Electronics
T002102,trending gym gear finds,Instagram,489839,Beauty
T002103,must-have gym gear review,Pinterest,81240,Office Supplies
T002104,Y2K camping gear check,Pinterest,192845,Travel
T002105,budget travel hacks tour,TikTok,398393,Travel
T002106,smart gym gear check,Instagram,421677,Travel
T002107,sustainable gym gear unboxing,TikTok,443974,Home Decor
T002108,Y2K gym gear hacks,TikTok,194467,Kitchen
T002109,sustainable gift ideas guide,Instagram,177771,Electronics
T002110,must-have desk setup tour,Instagram,40884,Fashion
T002111,luxury gym gear hacks,Instagram,10367,Sports & Outdoors
T002112,minimalist skincare routine unboxing,TikTok,131031,Home Decor
T002113,Y2K desk setup check,TikTok,54641,Travel
T002114,must-have gift ideas hacks,Pinterest,498399,Travel
T002115,goth tech gadgets hacks,Instagram,261261,Home Decor
T002116,trending gaming setup unboxing,Instagram,29076,Electronics
T002117,trending camping gear tour,Instagram,450803,Kitchen
T002118,sustainable tech gadgets hacks,Pinterest,355434,Beauty
T002119,luxury room decor essentials,TikTok,447929,Sports & Outdoors
T002120,retro gaming setup tour,Pinterest,282718,Beauty
T002121,smart office essentials guide,YouTube,136989,Travel
T002122,goth travel hacks tour,Instagram,262565,Beauty
T002123,luxury office essentials check,Instagram,87365,Beauty
T002124,aesthetic gaming setup check,Instagram,402070,Electronics
T002125,retro office essentials tour,Instagram,235840,Beauty
T002126,top rated camping gear hacks,TikTok,363624,Home Decor
T002127,trending room decor hacks,TikTok,197466,Office Supplies
T002128,top rated office essentials review,YouTube,413357,Travel
T002129,trending skincare routine hacks,Instagram,7318,Sports & Outdoors
T002130,sustainable room decor guide,Instagram,440996,Home Decor
T002131,budget streetwear essentials,TikTok,187468,Travel
T002132,top rated kitchen hacks finds,Instagram,480148,Kitchen
T002133,top rated kitchen hacks check,TikTok,65033,Fashion
T002134,top rated camping gear finds,Instagram,162332,Beauty
T002135,trending gaming setup guide,Instagram,358303,Beauty
T002136,goth office essentials guide,YouTube,320310,Kitchen
T002137,sustainable gaming setup check,TikTok,339189,Travel
T002138,top rated camping gear finds,Instagram,392080,Kitchen
T002139,Y2K travel hacks unboxing,TikTok,20240,Office Supplies
T002140,cozy room decor unboxing,Instagram,224237,Electronics
T002141,trending travel hacks hacks,Instagram,100176,Kitchen
T002142,Y2K gym gear check,TikTok,123669,Electronics
T002143,must-have travel hacks essentials,TikTok,156389,Kitchen
T002144,smart desk setup hacks,Instagram,227596,Travel
T002145,cozy tech gadgets finds,Instagram,289577,Fashion
T002146,must-have gym gear essentials,TikTok,486509,Sports & Outdoors
T002147,goth skincare routine check,Instagram,124102,Home Decor
T002148,goth gaming setup essentials,Pinterest,47840,Travel
T002149,budget gaming setup tour,Instagram,18611,Sports & Outdoors
T002150,budget desk setup essentials,Instagram,146144,Kitchen
T002151,smart gift ideas check,YouTube,394145,Travel
T002152,trending tech gadgets review,TikTok,235112,Fashion
T002153,goth desk setup finds,Instagram,355338,Sports & Outdoors
T002154,goth desk setup essentials,TikTok,15934,Electronics
T002155,trending skincare routine essentials,Instagram,464418,Kitchen
T002156,goth desk setup tour,TikTok,411834,Home Decor
T002157,luxury gift ideas check,Instagram,200416,Office Supplies
T002158,cozy streetwear guide,Pinterest,315629,Kitchen
T002159,top rated gaming setup hacks,TikTok,347369,Home Decor
T002160,smart travel hacks tour,TikTok,98302,Beauty
T002161,sustainable gift ideas check,TikTok,85342,Beauty
T002162,trending room decor hacks,Instagram,162974,Electronics
T002163,aesthetic gaming setup check,YouTube,444564,Travel
T002164,sustainable desk setup check,Instagram,132953,Beauty
T002165,budget gift ideas guide,Instagram,44995,Beauty
T002166,sustainable tech gadgets review,TikTok,398475,Kitchen
T002167,retro room decor unboxing,Pinterest,126441,Kitchen
T002168,viral camping gear hacks,Instagram,49016,Electronics
T002169,luxury travel hacks check,Pinterest,277066,Kitchen
T002170,cozy gift ideas finds,TikTok,55190,Sports & Outdoors
T002171,sustainable kitchen hacks essentials,YouTube,251378,Sports & Outdoors
T002172,must-have streetwear tour,TikTok,345213,Fashion
T002173,trending travel hacks check,Instagram,396636,Kitchen
T002174,viral kitchen hacks unboxing,YouTube,379888,Home Decor
T002175,Y2K travel hacks essentials,Instagram,166748,Sports & Outdoors
T002176,aesthetic office essentials hacks,TikTok,172009,Electronics
T002177,top rated kitchen hacks essentials,YouTube,234462,Office Supplies
T002178,smart gaming setup tour,YouTube,337453,Home Decor
T002179,luxury room decor guide,TikTok,468812,Fashion
T002180,minimalist gaming setup check,Instagram,484051,Home Decor
T002181,cozy streetwear review,TikTok,165268,Beauty
T002182,smart gift ideas tour,TikTok,51762,Electronics
T002183,Y2K gift ideas tour,YouTube,47779,Kitchen
T002184,viral office essentials review,Instagram,28658,Fashion
T002185,Y2K skincare routine hacks,TikTok,458385,Kitchen
T002186,trending gym gear unboxing,Instagram,486684,Travel
T002187,minimalist tech gadgets essentials,TikTok,107709,Kitchen
T002188,goth gaming setup finds,Instagram,392332,Fashion
T002189,sustainable camping gear unboxing,Instagram,279148,Travel
T002190,top rated gift ideas unboxing,YouTube,51200,Fashion
T002191,viral room decor essentials,TikTok,353709,Electronics
T002192,luxury travel hacks essentials,TikTok,46896,Travel
T002193,Y2K room decor finds,YouTube,256659,Fashion
T002194,top rated streetwear essentials,Instagram,416042,Travel
T002195,smart travel hacks tour,Instagram,272478,Beauty
T002196,must-have office essentials review,Instagram,149535,Beauty
T002197,Y2K office essentials essentials,TikTok,327937,Sports & Outdoors
T002198,goth streetwear check,TikTok,273016,Kitchen
T002199,goth camping gear hacks,TikTok,166646,Fashion
T002200,trending camping gear finds,TikTok,434346,Home Decor
T002201,Y2K camping gear finds,TikTok,341764,Fashion
T002202,sustainable kitchen hacks essentials,YouTube,82471,Home Decor
T002203,cozy skincare routine tour,TikTok,238980,Beauty
T002204,aesthetic room decor tour,YouTube,96798,Beauty
T002205,luxury gift ideas essentials,Instagram,320262,Office Supplies
T002206,aesthetic room decor hacks,Instagram,379194,Kitchen
T002207,Y2K travel hacks check,TikTok,206479,Travel
T002208,goth desk setup tour,TikTok,448422,Beauty
T002209,aesthetic gaming setup unboxing,TikTok,199820,Electronics
T002210,retro office essentials essentials,TikTok,110893,Home Decor
T002211,must-have streetwear tour,Instagram,70065,Travel
T002212,trending desk setup tour,Instagram,342832,Sports & Outdoors
T002213,trending travel hacks tour,TikTok,153172,Fashion
T002214,retro tech gadgets check,YouTube,147025,Kitchen
T002215,budget kitchen hacks essentials,TikTok,499086,Home Decor
T002216,Y2K office essentials review,TikTok,318390,Home Decor
T002217,budget streetwear hacks,Instagram,309500,Office Supplies
T002218,trending office essentials review,TikTok,328273,Beauty
T002219,top rated office essentials tour,TikTok,76163,Electronics
T002220,must-have streetwear check,Instagram,71462,Home Decor
T002221,sustainable desk setup review,Instagram,131228,Electronics
T002222,smart travel hacks unboxing,TikTok,445051,Kitchen
T002223,must-have tech gadgets unboxing,Instagram,441240,Electronics
T002224,cozy tech gadgets finds,Instagram,149320,Office Supplies
T002225,goth gym gear finds,TikTok,151206,Electronics
T002226,top rated travel hacks review,TikTok,241175,Fashion
T002227,Y2K skincare routine essentials,Instagram,399944,Home Decor
T002228,smart gift ideas guide,TikTok,187668,Beauty
T002229,Y2K camping gear hacks,YouTube,414858,Home Decor
T002230,aesthetic room decor check,YouTube,30699,Travel
T002231,Y2K desk setup hacks,TikTok,412443,Kitchen
T002232,must-have travel hacks tour,Instagram,14659,Kitchen
T002233,Y2K streetwear unboxing,Instagram,337109,Kitchen
T002234,retro office essentials unboxing,Instagram,485980,Electronics
T002235,viral desk setup essentials,TikTok,33507,Home Decor
T002236,trending office essentials guide,Instagram,23315,Beauty
T002237,Y2K desk setup guide,TikTok,333195,Office Supplies
T002238,sustainable office essentials check,YouTube,178684,Beauty
T002239,aesthetic travel hacks finds,YouTube,230316,Office Supplies
T002240,cozy gift ideas guide,YouTube,357237,Office Supplies
T002241,cozy gift ideas finds,Instagram,91738,Office Supplies
T002242,sustainable travel hacks check,Pinterest,292851,Electronics
T002243,cozy travel hacks hacks,TikTok,12461,Beauty
T002244,luxury tech gadgets unboxing,TikTok,168130,Electronics
T002245,trending office essentials review,Instagram,264843,Office Supplies
T002246,Y2K office essentials essentials,Pinterest,325235,Home Decor
T002247,top rated gaming setup tour,Instagram,43560,Sports & Outdoors
T002248,Y2K camping gear hacks,Instagram,232877,Home Decor
T002249,trending tech gadgets essentials,Instagram,7231,Travel
T002250,trending skincare routine unboxing,TikTok,431160,Sports & Outdoors
T002251,viral room decor guide,TikTok,366730,Kitchen
T002252,retro streetwear tour,Pinterest,340908,Home Decor
T002253,top rated streetwear review,Instagram,93646,Beauty
T002254,budget office essentials essentials,Instagram,99298,Home Decor
T002255,cozy gaming setup check,TikTok,405296,Home Decor
T002256,cozy room decor hacks,Instagram,236433,Office Supplies
T002257,smart gym gear finds,TikTok,58359,Home Decor
T002258,trending travel hacks tour,Instagram,163748,Fashion
T002259,smart kitchen hacks essentials,TikTok,205679,Office Supplies
T002260,top rated gaming setup check,YouTube,176569,Office Supplies
T002261,top rated camping gear tour,Instagram,459014,Kitchen
T002262,smart skincare routine review,Instagram,469796,Fashion
T002263,luxury skincare routine finds,Instagram,428704,Sports & Outdoors
T002264,Y2K gym gear finds,TikTok,355257,Office Supplies
T002265,goth tech gadgets check,TikTok,215445,Fashion
T002266,luxury tech gadgets tour,YouTube,424534,Fashion
T002267,viral office essentials unboxing,Pinterest,149265,Office Supplies
T002268,budget room decor check,Pinterest,348797,Office Supplies
T002269,trending skincare routine finds,Instagram,266587,Office Supplies
T002270,top rated streetwear finds,TikTok,51361,Beauty
T002271,aesthetic kitchen hacks guide,YouTube,52539,Beauty
T002272,goth office essentials unboxing,TikTok,115680,Sports & Outdoors
T002273,luxury travel hacks unboxing,YouTube,451673,Travel
T002274,viral travel hacks check,TikTok,191291,Travel
T002275,luxury office essentials guide,TikTok,76830,Travel
T002276,aesthetic travel hacks essentials,Instagram,352217,Beauty
T002277,goth office essentials guide,Instagram,337400,Travel
T002278,Y2K desk setup guide,TikTok,497639,Sports & Outdoors
T002279,must-have kitchen hacks hacks,TikTok,248745,Beauty
T002280,budget gym gear tour,TikTok,382997,Sports & Outdoors
T002281,Y2K kitchen hacks guide,Instagram,185481,Sports & Outdoors
T002282,minimalist room decor finds,YouTube,177421,Home Decor
T002283,retro travel hacks guide,Pinterest,141914,Sports & Outdoors
T002284,budget camping gear hacks,TikTok,449015,Sports & Outdoors
T002285,Y2K gaming setup unboxing,Instagram,424782,Travel
T002286,aesthetic gym gear tour,Instagram,481858,Sports & Outdoors
T002287,retro desk setup review,TikTok,179621,Office Supplies
T002288,retro office essentials tour,Pinterest,472295,Electronics
T002289,cozy gaming setup guide,TikTok,86507,Sports & Outdoors
T002290,aesthetic gift ideas finds,YouTube,16033,Travel
T002291,budget streetwear finds,TikTok,2489,Home Decor
T002292,Y2K camping gear guide,TikTok,31718,Electronics
T002293,minimalist office essentials essentials,TikTok,470129,Office Supplies
T002294,Y2K gym gear tour,TikTok,229417,Home Decor
T002295,Y2K skincare routine essentials,TikTok,86562,Home Decor
T002296,top rated gaming setup check,TikTok,56121,Office Supplies
T002297,minimalist gift ideas review,Pinterest,147654,Office Supplies
T002298,retro tech gadgets finds,YouTube,458379,Home Decor
T002299,smart desk setup finds,TikTok,482639,Beauty
T002300,sustainable desk setup tour,TikTok,156225,Office Supplies
T002301,top rated tech gadgets essentials,TikTok,448594,Sports & Outdoors
T002302,viral desk setup essentials,YouTube,87859,Beauty
T002303,cozy gaming setup unboxing,Pinterest,117354,Office Supplies
T002304,luxury office essentials tour,YouTube,393485,Home Decor
T002305,aesthetic kitchen hacks essentials,Instagram,219205,Office Supplies
T002306,aesthetic office essentials essentials,YouTube,117259,Travel
T002307,top rated room decor check,TikTok,133795,Sports & Outdoors
T002308,top rated tech gadgets essentials,TikTok,137401,Home Decor
T002309,smart tech gadgets hacks,Pinterest,27956,Travel
T002310,must-have gaming setup hacks,TikTok,210474,Beauty
T002311,cozy gym gear check,Instagram,396531,Office Supplies
T002312,aesthetic camping gear essentials,Instagram,194902,Fashion
T002313,smart camping gear essentials,Instagram,95602,Travel
T002314,budget travel hacks guide,Instagram,167282,Electronics
T002315,viral room decor review,TikTok,409504,Office Supplies
T002316,top rated desk setup essentials,Pinterest,127122,Home Decor
T002317,must-have gym gear finds,YouTube,51924,Beauty
