product_id,product_title,product_description,category,price_inr,description_length,clean_description,combined_text,top_trend_1,top_trend_2,top_trend_3,similarity_score_1,similarity_score_2,similarity_score_3,optimized_product_title
P000176,Durable Camera 2026 Edition,Designed for everyday use. Built to last and withstand daily wear. Don't miss out on this deal.,Office Supplies,73348.76,95,designed for everyday use built to last and withstand daily wear dont miss out on this deal,durable camera 2026 edition designed for everyday use built to last and withstand daily wear dont miss out on this deal,No Strong Match,sustainable tech gadgets review,sustainable tech gadgets review,0.3395726680755615,0.3395726680755615,0.3395726680755615,Durable Camera 2026 Edition
P000177,Durable Sunglasses V2,A must-have for enthusiasts. Built to last and withstand daily wear. Available in multiple colors.,Home Decor,82151.74,98,a musthave for enthusiasts built to last and withstand daily wear available in multiple colors,durable sunglasses v2 a musthave for enthusiasts built to last and withstand daily wear available in multiple colors,No Strong Match,sustainable streetwear finds,sustainable streetwear finds,0.47402051091194153,0.47402051091194153,0.47402051091194153,Durable Sunglasses V2
P000178,Minimalist Backpack V2,The perfect addition to your collection. Comes with an extended warranty. Don't miss out on this deal.,Home Decor,67230.0,102,the perfect addition to your collection comes with an extended warranty dont miss out on this deal,minimalist backpack v2 the perfect addition to your collection comes with an extended warranty dont miss out on this deal,No Strong Match,budget camping gear check,budget camping gear check,0.4525730609893799,0.4525730609893799,0.4525730609893799,Minimalist Backpack V2
P000179,Vintage Water Bottle Bundle,Experience premium quality with our top-rated product. Lightweight and easy to carry. Perfect for gifting.,Electronics,39340.34,106,experience premium quality with our toprated product lightweight and easy to carry perfect for gifting,vintage water bottle bundle experience premium quality with our toprated product lightweight and easy to carry perfect for gifting,No Strong Match,luxury gift ideas review,luxury gift ideas review,0.47793781757354736,0.47793781757354736,0.47793781757354736,Vintage Water Bottle Bundle
P000180,Durable Lamp Kit,Designed for everyday use. Features state-of-the-art materials. Order now while supplies last!,Home Decor,60296.18,94,designed for everyday use features stateoftheart materials order now while supplies last,durable lamp kit designed for everyday use features stateoftheart materials order now while supplies last,No Strong Match,luxury tech gadgets essentials,luxury tech gadgets essentials,0.362183541059494,0.362183541059494,0.362183541059494,Durable Lamp Kit
P000181,Vintage Jacket Edition,The perfect addition to your collection. Built to last and withstand daily wear. Satisfaction guaranteed.,Sports & Outdoors,70149.94,105,the perfect addition to your collection built to last and withstand daily wear satisfaction guaranteed,vintage jacket edition the perfect addition to your collection built to last and withstand daily wear satisfaction guaranteed,cozy streetwear guide,cozy streetwear guide,cozy streetwear guide,0.5436151623725891,0.5436151623725891,0.5436151623725891,cozy streetwear guide Inspired Vintage Jacket Edition
P000182,Minimalist Mouse Waterproof,Upgrade your lifestyle with this. Lightweight and easy to carry. Available in multiple colors.,Kitchen,39063.12,94,upgrade your lifestyle with this lightweight and easy to carry available in multiple colors,minimalist mouse waterproof upgrade your lifestyle with this lightweight and easy to carry available in multiple colors,No Strong Match,minimalist streetwear essentials,minimalist streetwear essentials,0.43198925256729126,0.43198925256729126,0.43198925256729126,Minimalist Mouse Waterproof
P000183,Ergonomic Watch for Travel,Experience premium quality with our top-rated product. Built to last and withstand daily wear. Order now while supplies last!,Office Supplies,65336.77,125,experience premium quality with our toprated product built to last and withstand daily wear order now while supplies last,ergonomic watch for travel experience premium quality with our toprated product built to last and withstand daily wear order now while supplies last,No Strong Match,luxury gym gear check,luxury gym gear check,0.48438334465026855,0.48438334465026855,0.48438334465026855,Ergonomic Watch for Travel
P000184,Modern Monitor Kit,The perfect addition to your collection. Built to last and withstand daily wear. Available in multiple colors.,Home Decor,40489.06,110,the perfect addition to your collection built to last and withstand daily wear available in multiple colors,modern monitor kit the perfect addition to your collection built to last and withstand daily wear available in multiple colors,No Strong Match,budget tech gadgets essentials,budget tech gadgets essentials,0.48740971088409424,0.4874095320701599,0.4874095320701599,Modern Monitor Kit
P000185,Sleek Monitor with RGB,Designed for everyday use. Highly rated by our community. Order now while supplies last!,Electronics,32587.46,88,designed for everyday use highly rated by our community order now while supplies last,sleek monitor with rgb designed for everyday use highly rated by our community order now while supplies last,No Strong Match,budget tech gadgets review,budget tech gadgets review,0.4653068482875824,0.46530669927597046,0.46530669927597046,Sleek Monitor with RGB
P000186,Luxury Monitor Pro Max,A must-have for enthusiasts. Comes with an extended warranty. Satisfaction guaranteed.,Sports & Outdoors,44058.06,86,a musthave for enthusiasts comes with an extended warranty satisfaction guaranteed,luxury monitor pro max a musthave for enthusiasts comes with an extended warranty satisfaction guaranteed,No Strong Match,luxury tech gadgets check,luxury tech gadgets check,0.41701990365982056,0.41701990365982056,0.4170198440551758,Luxury Monitor Pro Max
P000187,Pro Mouse V2,The perfect addition to your collection. Built to last and withstand daily wear. Available in multiple colors.,Fashion,56364.47,110,the perfect addition to your collection built to last and withstand daily wear available in multiple colors,pro mouse v2 the perfect addition to your collection built to last and withstand daily wear available in multiple colors,No Strong Match,goth tech gadgets essentials,goth tech gadgets essentials,0.4596484899520874,0.4596484899520874,0.4596484899520874,Pro Mouse V2
P000188,Pro Keyboard Set,Upgrade your lifestyle with this. Comes with an extended warranty. Available in multiple colors.,Kitchen,60556.8,96,upgrade your lifestyle with this comes with an extended warranty available in multiple colors,pro keyboard set upgrade your lifestyle with this comes with an extended warranty available in multiple colors,No Strong Match,trending desk setup essentials,trending desk setup essentials,0.29875487089157104,0.29875487089157104,0.29875487089157104,Pro Keyboard Set
P000189,Classic Monitor Classic,Upgrade your lifestyle with this. Built to last and withstand daily wear. Order now while supplies last!,Kitchen,30142.28,104,upgrade your lifestyle with this built to last and withstand daily wear order now while supplies last,classic monitor classic upgrade your lifestyle with this built to last and withstand daily wear order now while supplies last,No Strong Match,trending tech gadgets essentials,trending tech gadgets essentials,0.4381970167160034,0.4381970167160034,0.4381970167160034,Classic Monitor Classic
P000190,Minimalist Bag Bundle,A must-have for enthusiasts. Features state-of-the-art materials. Order now while supplies last!,Office Supplies,47774.8,96,a musthave for enthusiasts features stateoftheart materials order now while supplies last,minimalist bag bundle a musthave for enthusiasts features stateoftheart materials order now while supplies last,minimalist camping gear finds,minimalist camping gear finds,minimalist camping gear finds,0.5984784960746765,0.5984784960746765,0.5984784960746765,minimalist camping gear finds Inspired Minimalist Bag Bundle
P000191,Durable Monitor V2,Designed for everyday use. Features state-of-the-art materials. Satisfaction guaranteed.,Kitchen,75593.08,88,designed for everyday use features stateoftheart materials satisfaction guaranteed,durable monitor v2 designed for everyday use features stateoftheart materials satisfaction guaranteed,No Strong Match,sustainable tech gadgets check,sustainable tech gadgets check,0.45798254013061523,0.45798254013061523,0.45798254013061523,Durable Monitor V2
